title,rent_per_period,rent_period,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,ranter_or_agent_name,time_on_jiji,property_details
Studio Apartment in Nairobi West for rent,15000,per month,"Nairobi, Nairobi West",25,1,1,Unfurnished,,2891931,False,True,active,/nairobi-west/houses-apartments-for-rent/studio-apartment-in-nairobi-west-for-rent-ifXpql49U4WDaAxszVQG9f4U.html,,"Nairobi, Nairobi West, 2 hours ago",Nairobi west,Newly-Built,,Mary Shiro,4 y 8 m on Jiji,Bedsitter in Nairobi west accessible from mombasa road and langata road.water available.for information call
1bdrm Apartment in South B for rent,23000,per month,"Nairobi, South B",10,1,1,Unfurnished,,2891931,False,True,active,/south-b/houses-apartments-for-rent/1bdrm-apartment-in-south-b-for-rent-ynuFmS4XoutyB6C8pg5YHGSz.html,,"Nairobi, South B, 2 hours ago",south B,Fairly Used,,Mary Shiro,4 y 8 m on Jiji,"One bedroom to let in south B,in a gated community ,water and parking available"
4bdrm Bungalow in Kitengela for rent,40000,per month,"Kajiado, Kitengela",145,4,3,Unfurnished,,1977193,False,True,active,/kitengela/houses-apartments-for-rent/4bdrm-bungalow-in-kitengela-for-rent-l6RRPhnUy8jqAOP7hOumzSDh.html,,"Kajiado, Kitengela, 2 hours ago",,Newly-Built,,Property By Fridah,5 y 11 m on Jiji,"4 BEDROOM FOR RENT IN KITENGELA
Main Features
1/8 acre plot
Stone perimeter fence and gate
Spacious lounge with dinning area
Master en-suite
Kitchen fitted with cabinets and a double sink
Tiled floors
Piped borehole water
Reservoir tank
Septic tank and soak pit in place.
Price Guide 40,000
Kindly call"
"2bdrm Apartment in Fourway, Kiambu / Kiambu  for rent",56000,per month,"Kiambu, Kiambu / Kiambu ",110,2,3,Unfurnished,,2503554,False,True,active,/kiambu-kiambu/houses-apartments-for-rent/2bdrm-apartment-in-fourway-kiambu-kiambu-for-rent-n3Qs5we3486pyM1slKPdDCLq.html,,"Kiambu, Kiambu / Kiambu , 2 hours ago",Fourway,Fairly Used,,Afrique Properties Ltd,5 y 1 m on Jiji,"Fourways Junction Estate | Spacious and Modern 2 Bedroom Apartments To Let. 
We have New and Modern 2 Bedroom Apartments | Master Ensuite Letting at Kshs. 56,000 Inclusive of Service Charge. 
Features Includes:-
- Spacious Lounge with a Balcony. 
- Spacious and Open plan Kitchen. 
- Laundry Area.
- Spacious 2 Bedrooms | Master Ensuite. 
- Swimming Pool. 
- Kids Playing Area. 
- Secure Parking."
"1bdrm Apartment in Ngongroad Rescosco, Kilimani for rent",32000,per month,"Nairobi, Kilimani",650,1,1,Unfurnished,,5078665,False,True,active,/kilimani/houses-apartments-for-rent/1bdrm-apartment-in-ngongroad-rescosco-kilimani-for-rent-8iRAXd0spUkifBH62iGip97b.html,,"Nairobi, Kilimani, 2 hours ago",Ngongroad rescosco,Newly-Built,,Clakson Property,2 y 2 m on Jiji,Newly apartment to let in ngongroad rescosco
Furnished 1bdrm Apartment in Valley Arcade for rent,110000,per month,"Lavington, Valley Arcade",42,1,1,Furnished,,1575238,False,True,active,/valley-arcade/houses-apartments-for-rent/furnished-1bdrm-apartment-in-valley-arcade-for-rent-k7fzJD9IEapvx7b0PcMY5QEe.html,,"Nairobi, Lavington, Valley Arcade, 2 hours ago",,Newly-Built,1,NicOpondi,6 y 1 m on Jiji,"Size and layout: spacious, open-plan design with living, sleeping, kitchenette, and bathroom areas.
furnishings: fully furnished with bed, wardrobe, sofa, coffee table, dining set, and equipped kitchenette.
utilities and services: includes cleaning, wifi, water, and electricity, 24-hour security and cctv.
amenities: access to gym, backup generator, high speed lifts, borehole and municipal water sources 
location: conveniently located near shopping centers like valley arcade and lavington mall, quickmart, restaurants, and essential services."
2bdrm Apartment in Lavington for rent,80000,per month,"Nairobi, Lavington",120,2,2,Unfurnished,,1575238,False,True,active,/lavington/houses-apartments-for-rent/2bdrm-apartment-in-lavington-for-rent-k38eAO9BTQlUkLvwoTt2ASWI.html,,"Nairobi, Lavington, 2 hours ago",,Fairly Used,2,NicOpondi,6 y 1 m on Jiji,"Location: hatheru road, nairobi
living area: spacious with ample natural light, large windows, and balcony
bedrooms: two with built-in wardrobes, space for double beds and furniture
kitchen: modern with fitted cabinets and countertops, no appliances
bathrooms: one or two, including a master en-suite, fitted with shower, sink, and toilet
flooring: tiled or wooden throughout
security: secure entry with a guarded gate and intercom system
parking: allocated parking space, secure
utilities: provision for water, electricity, and internet connections"
2bdrm Apartment in Lavington for rent,75000,per month,"Nairobi, Lavington",112,2,2,Unfurnished,,1575238,False,True,active,/lavington/houses-apartments-for-rent/2bdrm-apartment-in-lavington-for-rent-u2yFPI7eGvbhRhiAp70VBQI5.html,,"Nairobi, Lavington, 2 hours ago",,Fairly Used,2,NicOpondi,6 y 1 m on Jiji,"- Spacious living room with large windows and a balcony
- Fully-equipped modern kitchen with a pantry and cabinets
- Two well-sized bedrooms with built-in wardrobes
- Master bedroom with en-suite bathroom
-Has two bathrooms with modern fixtures (shower, storage)
- Amenities: heated swimming pool, gym, parking spaces, security, playground/garden area
- Convenient access to shops, restaurants, schools, and public transport"
1bdrm Bedsitter in South B for rent,15000,per month,"Nairobi, South B",2000,1,1,Unfurnished,Agent,2427859,False,True,active,/south-b/houses-apartments-for-rent/1bdrm-bedsitter-in-south-b-for-rent-dUsF7POLhBthIOwtNGDDOpJy.html,,"Nairobi, South B, 2 hours ago",South b,Fairly Used,1,Zipptom Properties,5 y 2 m on Jiji,"Modern bedsitter to let in south b,very spacious, balcony, kitchenette,wadroprope,invlusive of WiFi,in a gated community,ready for occupation"
1bdrm Apartment in Nairobi West for rent,40000,per month,"Nairobi, Nairobi West",5000,1,1,Unfurnished,Agent,2427859,False,True,active,/nairobi-west/houses-apartments-for-rent/1bdrm-apartment-in-nairobi-west-for-rent-cKRDwCjft4QS95Xjgaoa2IGX.html,,"Nairobi, Nairobi West, 2 hours ago",Nairobi west,Fairly Used,1,Zipptom Properties,5 y 2 m on Jiji,"Modern one bedroom to let in Nairobi west,very clean,spacious,open plan kitchen, security,enough parking,with balcony ready for occupation for viewing and more options call"
3bdrm Bungalow in Kikuyu for rent,50000,per month,"Kiambu, Kikuyu",100,3,2,Unfurnished,,833626,False,True,active,/kikuyu/houses-apartments-for-rent/3bdrm-bungalow-in-kikuyu-for-rent-ffuJbaFlcvU2NeOW55EjBQnI.html,,"Kiambu, Kikuyu, 2 hours ago",,Newly-Built,2,Urban & Beyond Property Agency,6 y 1 m on Jiji,"3Br TownHouse 
》Master Ensuite 》 Beautifully Designed 》Family home... 
》Idealy Located in a serene area and close to ammenities.
》accessible & conveniently located
<>25 min drive to westlands and 30 min to cbd via waiyakiway.
》Spacious lounge area comes with a dining area 
》contemporary kitchen finish space with inbuilt cabinets
》Laundry area
》Ceramic tiles
》Cabro paved Parking &Driveways 》Small garden
Call us for more information."
Mini Flat in Kikuyu for rent,40000,per month,"Kiambu, Kikuyu",100,3,2,Unfurnished,,833626,False,True,active,/kikuyu/houses-apartments-for-rent/mini-flat-in-kikuyu-for-rent-dhUTSJlUfxxG55CPl9R9WyaK.html,,"Kiambu, Kikuyu, 2 hours ago",,Fairly Used,,Urban & Beyond Property Agency,6 y 1 m on Jiji,"3BEDROOMS 
Spacious Bathtub  Few Units
Near Tarmac Area Parking Available Accessible And Conveniently Located"
2bdrm Apartment in Kikuyu for rent,25000,per month,"Kiambu, Kikuyu",80,2,2,Unfurnished,,833626,False,True,active,/kikuyu/houses-apartments-for-rent/2bdrm-apartment-in-kikuyu-for-rent-rX2Wt76sOEjkQfF8V4uwc9R6.html,,"Kiambu, Kikuyu, 2 hours ago",,Newly-Built,,Urban & Beyond Property Agency,6 y 1 m on Jiji,"2Br Apartment 
◇Non-Ensuite:20K
◇Master-Ensuite:25K
◇Newly Built ◇WiFi Connectivity ◇Accessible & Conveniently Located ◇Parking"
"2bdrm Apartment in 2Br+Sq All Ensuite, Parklands/Highridge for rent",65000,per month,"Nairobi, Parklands/Highridge",1200,2,3,Unfurnished,,1955562,False,True,active,/parklands-highridge/houses-apartments-for-rent/2bdrm-apartment-in-2br-sq-all-ensuite-parklands-highridge-for-rent-cwGBchIYfFnnxSdlAo8wrY83.html,,"Nairobi, Parklands/Highridge, 2 hours ago",2Br+SQ All ensuite,Fairly Used,3,Big Biz,6 y on Jiji,"2bedroom all ensuite apartment with self contained SQ
 Lift
  Basement parking 
 Backup Generator  2 balconies 
 2 houses per floor 
 Rent65k
 Parklands"
"1bdrm Apartment in Naivasha Road Near, Kilimani for rent",45000,per month,"Nairobi, Kilimani",750,1,1,Unfurnished,,5078665,False,True,active,/kilimani/houses-apartments-for-rent/1bdrm-apartment-in-naivasha-road-near-kilimani-for-rent-aoM8bSCiXCwNaPD7Wm4Iq6gP.html,,"Nairobi, Kilimani, 2 hours ago",Naivasha road near junction mall,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"Two bedroom to let of Ngong rd few metres from the Junction Mall going for #ksh45k inclusive of service charge.
√Spacious and well lit rooms
√Constant water supply
√Ample parking
√Manned gate 24 hours
√Close to the road
√Internet connectivity available
√High speed lift
For viewing arrangements contact"
2bdrm Apartment in South B for rent,37000,per month,"Nairobi, South B",650,2,2,Unfurnished,,5078665,False,True,active,/south-b/houses-apartments-for-rent/2bdrm-apartment-in-south-b-for-rent-2tD43f4OJYZapzUX0QfwTaN9.html,,"Nairobi, South B, 2 hours ago",South b,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"South B Capital Centre two bedrooms master ensuite ,000/=. It's in a serene gated community, has ample underground parking with security guard through out, it's well lit, has a balcony in the sitting room and kitchen, it's ready for occupation immediately. For more options available and to organise viewing call us on Agency fee applies."
3bdrm Maisonette in Harambee for Rent,35000,per month,"Makadara, Harambee",,3,2,Unfurnished,,2313972,False,True,active,/harambee/houses-apartments-for-rent/3bdrm-maisonette-in-harambee-for-rent-v23C897QrnxFclxEoc6nOQyj.html,,"Nairobi, Makadara, Harambee, 2 hours ago",,Fairly Used,,Joshua Kibe,5 y 4 m on Jiji,Very very spacious 3 bedroom house to let in buruburu with 2 toilets and 1 bedroom aside for more information and viewing call
2bedrooms To Let Barnabas,20000,,"Nakuru, Nakuru Town East",,2,3,Unfurnished,,2334268,False,True,active,/nakuru-east/houses-apartments-for-rent/2bedrooms-to-let-barnabas-A4IuDY5MUuDGtvVlz8jD4LKu.html,,"Nakuru, Nakuru Town East, 2 hours ago",,Newly-Built,,FAIRMOUNT PROPERTY REALTORS,5 y 3 m on Jiji,"newly built 2bedroom in barnabas
well secured
spacious 
ample parking
serene environment
good leafy neighbourhood"
1bdrm Apartment in South B for Rent,26500,per month,"Nairobi, South B",5000,1,2,Unfurnished,,1983245,False,True,active,/south-b/houses-apartments-for-rent/1bdrm-apartment-in-south-b-for-rent-roasRjAk2mVUtHuf0nFpbFc0.html,,"Nairobi, South B, 2 hours ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"One bedrooms ensuite in a serene atmosphere. Very spacious to fit big families , bedroom has its own bathroom and toilet while the guest has their own, bedroom very spacious with wall to wall wardrobe, kitchen spacious, sitting room spacious to fit more than seven seator and a dinning table, has high speed lift, ample underground parking with security guard , water and service charge inclusive in the rent, its ready for occupation immediately. To schedule viewing call Maryanne."
"One Bedrooms Oleshapara at 18,500/=",18500,per month,"Nairobi, South C",,1,1,Unfurnished,,1983245,False,True,active,/south-c/houses-apartments-for-rent/one-bedrooms-oleshapara-at-18-500-hUE1dmsZgUadm6IjsOgeHuMS.html,,"Nairobi, South C, 2 hours ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"One bedrooms extension in a miniflat. has three units with three parking slot, all tiled and well lit with natural light, spacious enough, has wardrobe and cabinets in the kitchen. its ready for occupation immediately. for more options and to book viewing call maryanne.agency fee applies."
4bdrm Townhouse in Karen for Rent,300000,per month,"Nairobi, Karen",,4,4,Unfurnished,,3213855,False,True,active,/karen/houses-apartments-for-rent/4bdrm-townhouse-in-karen-for-rent-BoXWXBlVfD0mDSMoUzhCFhKd.html,,"Nairobi, Karen, 2 hours ago",,Fairly Used,,Greensleeve Property,4 y 4 m on Jiji,Above is 4 bedrooms with a common swimming pool. standing on half-acre
4bdrm Bungalow in Buruburu Estate for rent,38000,per month,"Makadara, BuruBuru",3200,4,2,Unfurnished,,1945484,False,True,active,/buruburu/houses-apartments-for-rent/4bdrm-bungalow-in-buruburu-estate-for-rent-6tl81Mk0uEfwrMwgbszWDEIG.html,,"Nairobi, Makadara, BuruBuru, 2 hours ago",Buruburu estate,Renovated,2,Elias Njuguna,6 y on Jiji,"4BEDROOM bungalow in Buruburu, own compound , gated community court. Security 247."
"4bdrm Bungalow in Skyman, Karen for rent",130000,per month,"Nairobi, Karen",1000,4,2,Unfurnished,Agent,2229331,False,True,active,/karen/houses-apartments-for-rent/4bdrm-bungalow-in-skyman-karen-for-rent-twR3byR2Moy3iWeh64SViEAI.html,,"Nairobi, Karen, 2 hours ago",Skyman,Fairly Used,2,Mugoyah Peter,5 y 5 m on Jiji,"karen Bomas
4 bedroom bungalow available to let In Karen 
Rent: 130k
Amenities
4 bedroom master en-suite 
spacious Lounge and dining area
garden full of trees
stand-alone
secure area
 #realestate #kenyahomesexpo #propertymanagement #sale #HighEndProperty #karenproperties #realestatebroker #luxuryproperties #nyumbazanguvu #kenya #let #realestateagent #nairobirealestate #karen #luxurylifestyle #property #househuntinginstyle #karenhomes #househunting"
"1bdrm Bedsitter in Upper Room Apartment, Kabiria for rent",17000,per month,"Dagoretti, Kabiria",55,1,1,Unfurnished,,4175377,False,True,active,/kabiria/houses-apartments-for-rent/1bdrm-bedsitter-in-upper-room-apartment-kabiria-for-rent-5v7GYf6vhEwIcKlHEzoOeI9b.html,,"Nairobi, Dagoretti, Kabiria, 2 hours ago",Upper room Apartment,Renovated,1,LavenderProperties,3 y 3 m on Jiji,"Bedsitter now available for rent in Riruta-Satellite 
Upper room apartmentforrent is modernly finished and conveniently located with top-notch facilities. Common features and amenities to enjoy living here include: 
Ample Ground Floor Parking, 
24/7 security guard & CCTV
Lift service, 
Borehole water supply,
Well lit spaces that allow natural sunlight. 
Rent is inclusive of Service Charge 
 call now 
Visit"
"1bdrm Apartment in Naivasha Road Near, Kilimani for rent",45000,per month,"Nairobi, Kilimani",650,1,1,Unfurnished,,5078665,False,True,active,/kilimani/houses-apartments-for-rent/1bdrm-apartment-in-naivasha-road-near-kilimani-for-rent-r91JS6hcOmWqprjuVinOLOT7.html,,"Nairobi, Kilimani, 2 hours ago",Naivasha road near junction mall,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"One bedroom off Ngong Rd close to The Junction Mall going for #Ksh35k inclusive of service charge
✓Spacious and well lit rooms
✓Own balcony
✓Constant water supply
✓Ample parking
✓Guard service 24 hours
✓Easily accessible with no rough road
For viewing arrangement contact"
3bdrm Apartment in Kileleshwa for rent,85000,per month,"Nairobi, Kileleshwa",75,3,3,Unfurnished,,5078665,False,True,active,/kileleshwa/houses-apartments-for-rent/3bdrm-apartment-in-kileleshwa-for-rent-kMn2QABkBbUFBi4fC49EHP6G.html,,"Nairobi, Kileleshwa, 2 hours ago",Kileleshwa,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"Kileleshwa three bedroom plus a dsq to #let
Master ensuite
Spacious and well lit
Dsq available
Swimming pool
Children playing area
Rent is 85k incluisive"
3bdrm Apartment in NHC Langata for Rent,35000,per month,"Langata, NHC Langata",,3,2,Unfurnished,,1983245,False,True,active,/nhc-langata/houses-apartments-for-rent/3bdrm-apartment-in-nhc-langata-for-rent-uVNO1Y0DsS945YpxfVfuTLXQ.html,,"Nairobi, Langata, NHC Langata, 2 hours ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"Three bedrooms master ensuite in a serene environment. Has ample parking with security guard, all well lit, spacious to fit big families, has ample water reservoir tank. Its ready for occupation immediately. For more information and to book viewing call Maryanne. Agency fee applies."
"One Bedrooms Langata Deliverance at 18,000/=",18000,per month,"Langata, Deliverance",,1,1,Unfurnished,,1983245,False,True,active,/deliverance/houses-apartments-for-rent/one-bedrooms-langata-deliverance-at-18-000-7LWkSV8tXYZYY0PV8msn3k8b.html,,"Nairobi, Langata, Deliverance, 2 hours ago",,Newly-Built,,Maryanne Ndumia,5 y 11 m on Jiji,"Newly built one bedrooms in a serene environment. has ample underground parking, water flow through out, fitted cabinets in the kitchen and a laudry area, bedroom fitted with wardrobe and has a balcony for cold breeze. its ready for occupation immeaditely. for more details and options call maryanne. agency fee applies."
1bdrm Apartment in South C for Rent,36000,per month,"Nairobi, South C",,1,1,Unfurnished,,1983245,False,True,active,/south-c/houses-apartments-for-rent/1bdrm-apartment-in-south-c-for-rent-6qTdahhqUItGbxxhifoXW1BL.html,,"Nairobi, South C, 2 hours ago",,Newly-Built,,Maryanne Ndumia,5 y 11 m on Jiji,"Newly done one bedroom apartment in South C. Modernly done, all well lit with natural light, has open kitchen plan, sitting room is spacious with big glass windows opening to a balcony for cold breeze, bedroom has inbuilt wardrobe and spacious enough, has high speed lift, water bill and service charge inclusive, easily accessible with public transport, its ready for occupation immediately. To schedule viewing call Maryanne."
"Two Bedrooms South C Master Ensuit at 32,000/=",32000,,"Nairobi, South C",,2,2,Unfurnished,,1983245,False,True,active,/south-c/houses-apartments-for-rent/two-bedrooms-south-c-master-ensuit-at-32-000-3jzfcZHEfRBLfXXIhQSgR5xd.html,,"Nairobi, South C, 2 hours ago",,Newly-Built,,Maryanne Ndumia,5 y 11 m on Jiji,"Two bedrooms master ensuit South C in a serene gated environment. Has enough natural light, it's master ensuit, both bedrooms has wardrobes, kitchen has fitted cabinets and a balcony for cold breeze ,has continuos water flow and ample parking with a security guard through out. It's ready for occupation. For more details and to organise viewing call Maryanne."
4bdrm Apartment in Lavington for rent,120000,per month,"Nairobi, Lavington",122,4,3,Unfurnished,,5078665,False,True,active,/lavington/houses-apartments-for-rent/4bdrm-apartment-in-lavington-for-rent-k0hlMQsga3bdTkqjcQ0ZgJEC.html,,"Nairobi, Lavington, 2 hours ago",Lavington,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"LAVINGTON 
* 4 bedroom 3 ensuite for let 
* Has a detached dsq 
* Closed set up kitchen 
* Spacious seating area 
* Swimming pool and gym 
* Lifts available 
* Asking 120k monthly Negotiable"
"2bdrm Apartment in Naivasha Road, Dagoretti for rent",48000,per month,"Nairobi, Dagoretti",52,2,1,Unfurnished,,5078665,False,True,active,/dagoretti/houses-apartments-for-rent/2bdrm-apartment-in-naivasha-road-dagoretti-for-rent-86UybN9R3PoBSDHNx5Fe1Ouk.html,,"Nairobi, Dagoretti, 2 hours ago",Naivasha Road,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"Two bedroom to let off Ngong Rd close to Junction Mall going for #ksh48k inclusive of service charge
✓Large living room
✓Spacious kitchen 
✓Own balcony
✓Few units in the compound
✓Constant water supply
✓Ample parking
✓Guard service 24 hours
✓Close to the road
For viewing arrangements"
"2bdrm Apartment in Ngongroad, Kilimani for rent",65000,per month,"Nairobi, Kilimani",950,2,2,Unfurnished,,5078665,False,True,active,/kilimani/houses-apartments-for-rent/2bdrm-apartment-in-ngongroad-kilimani-for-rent-mQ0Z7KLJAE2wcwusohEO3ajM.html,,"Nairobi, Kilimani, 2 hours ago",Ngongroad,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"Executive newly built two bedroom all ensuite apartment to let off Ngong road near racecourse.
Ksh 65,000 inclusive service charge
For more information contact us on 
Features;
✓All ensuite,
✓Spacious and well lit,
✓Unobstructed balcony view,
✓Spacious Open plan kitchen,
✓Laundry area,
✓Guest cloakroom,
✓Clubhouse,
✓Fully equipped gym,
✓Solar heated water,
✓Back up generator,
✓Elevators,
✓Two level basement parking,
✓Cctv cameras and electric fence"
2bdrm Apartment in Kileleshwa for rent,80000,per month,"Nairobi, Kileleshwa",700,2,2,Unfurnished,,5078665,False,True,active,/kileleshwa/houses-apartments-for-rent/2bdrm-apartment-in-kileleshwa-for-rent-zIbA83pPxfRNQtIbehBUE5r8.html,,"Nairobi, Kileleshwa, 2 hours ago",Kileleshwa,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"Executive two bedroom apartment to let in kileleshwa 
All en-suite bedrooms 
Guest cloakroom 
Full fitted open kitchen 
Laundary area 
Full backup generator 
Gym available 
Borehole water supply 
CCTVs and electric fence
Rent is 80k inclusive"
"3bdrm Bungalow in Verovian, Ngata for Rent",30000,per month,"Nakuru Town West, Ngata",720,3,2,Unfurnished,,2334268,False,True,active,/ngata/houses-apartments-for-rent/3bdrm-bungalow-in-verovian-ngata-for-rent-1s1K6cV4U0PoMNnAyngYr82l.html,,"Nakuru, Nakuru Town West, Ngata / Nakuru Town West, 2 hours ago",Verovian,Fairly Used,,FAIRMOUNT PROPERTY REALTORS,5 y 3 m on Jiji,"Spacious 3bedroom own compound to let in Ngata Verovian
 Renting ,000 monthly
Master ensuite
 200meters from the tarmac road
Has an electric fence
Has a separate dining area
Cabro paved compound"
2bedrooms to Let Olivein Kiamunyi,11000,,"Nakuru, Nakuru Town East",,2,2,Unfurnished,,2334268,False,True,active,/nakuru-east/houses-apartments-for-rent/2bedrooms-to-let-olivein-kiamunyi-nAUoENrN1ApHdxPlOZhiyohs.html,,"Nakuru, Nakuru Town East, 2 hours ago",olivein,Fairly Used,,FAIRMOUNT PROPERTY REALTORS,5 y 3 m on Jiji,"Spacious 2bedroom kiamunyi
at olive inn kiamunyi

in a clean quite environment
wifi available
daily basis caretaker services
cabro paved compound
serene environment"
Two Bedrooms Langata Delivarance,40000,per month,"Langata, Deliverance",,2,2,Unfurnished,,1983245,False,True,active,/deliverance/houses-apartments-for-rent/two-bedrooms-langata-delivarance-yJyijmz3vKp0FFqZongHjd84.html,,"Nairobi, Langata, Deliverance, 2 hours ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"Newly renovated penthouse two bedrooms in a serene gated community. has two toilets and two bedrooms, spacious enough for big families, fitted with wardrobe in the bedroom and kitchen has cabinets. has kids play area, swimming pooo free to residents and gym. agency fee applies."
3bdrm Apartment in Kikuyu for rent,30000,per month,"Kiambu, Kikuyu",100,3,2,Unfurnished,,833626,False,True,active,/kikuyu/houses-apartments-for-rent/3bdrm-apartment-in-kikuyu-for-rent-md8uomfmaJYPXQLMVaZjhlGF.html,,"Kiambu, Kikuyu, 2 hours ago",,Fairly Used,,Urban & Beyond Property Agency,6 y 1 m on Jiji,"3Br Apartment
Spacious  Master-Ensuite Parking Available Accessible & Conveniently Located"
3bdrm Apartment in Kileleshwa for rent,170000,per month,"Nairobi, Kileleshwa",200,3,3,Unfurnished,Agent,2035639,False,True,active,/kileleshwa/houses-apartments-for-rent/3bdrm-apartment-in-kileleshwa-for-rent-1vynsW7DdOGt1FJzkIxnh862.html,,"Nairobi, Kileleshwa, 2 hours ago",Kileleshwa,Fairly Used,4,Mimshakh Dunamis Global Ltd,5 y 10 m on Jiji,"It’s a three bedroom all en-suite apartment, with service lifts , swimming pool backup power ample parking spaces a DSq well lit with natural light."
"Furnished 3bdrm Penthouse in Riverside, Westlands for rent",230000,per month,"Nairobi, Westlands",170,3,3,Furnished,Agent,2035639,False,True,active,/westlands/houses-apartments-for-rent/furnished-3bdrm-penthouse-in-riverside-westlands-for-rent-xDgheUZkf7zVyA47vPtVtTBq.html,,"Nairobi, Westlands, 2 hours ago",Riverside,Fairly Used,3,Mimshakh Dunamis Global Ltd,5 y 10 m on Jiji,"A contemporary apartment hotel located along Westlands Riverside area This 24 apartments offers the comfort of hotel living with the freedom to stay in spacious and flexible spaces where guests on short or extended stays can live comfortably and work efficiently. Our twenty-four-hour reception desk will ensure that assistance is only a phone call away during your stay. Enjoy view of nature at Arboretum while in the apartment or choose to jog/walk to the Arboretum to feel the nature.
We deliver a warm and inviting experience to you our guest."
Studio Apartment in South B for rent,22000,per month,"Nairobi, South B",10,1,1,Unfurnished,Agent,5906893,False,True,active,/south-b/houses-apartments-for-rent/studio-apartment-in-south-b-for-rent-fGclVFy6t4VgMWWBoEYwbHi3.html,,"Nairobi, South B, 2 hours ago",South B,Newly-Built,1,Mawawa Properties,10 m on Jiji,"Studio to let separate bedroom , balcony,lift water and parking available."
Studio Apartment in South C for rent,16000,per month,"Nairobi, South C",10,1,1,Unfurnished,Agent,5906893,False,True,active,/south-c/houses-apartments-for-rent/studio-apartment-in-south-c-for-rent-w3OhaUjgRUzfNXgrZ6zGvlQX.html,,"Nairobi, South C, 2 hours ago",South C,Fairly Used,1,Mawawa Properties,10 m on Jiji,"Spacious bedsitter to let in south C , nextgen mall ,water and parking available."
3bdrm Apartment in South B for rent,100000,per month,"Nairobi, South B",20,3,2,Unfurnished,Agent,5906893,False,True,active,/south-b/houses-apartments-for-rent/3bdrm-apartment-in-south-b-for-rent-b3r2Po6vGZsl6UUxoHFChVI8.html,,"Nairobi, South B, 2 hours ago",South B,Newly-Built,2,Mawawa Properties,10 m on Jiji,"Elegant spacious 3bedroom with a servant quarter to let insouth B with inbuilt kitchen , balcony , elevator, laundry area,water and parking."
Furnished 2bdrm Apartment in Riverside for rent,250000,per month,"Lavington, Riverside Drive",150,2,2,Furnished,,2503554,False,True,active,/riverside-drive/houses-apartments-for-rent/furnished-2bdrm-apartment-in-riverside-for-rent-zEdLonzsHNNGUX0buMfM5ZeU.html,,"Nairobi, Lavington, Riverside Drive, 2 hours ago",Riverside,Fairly Used,,Afrique Properties Ltd,5 y 1 m on Jiji,"Modern 2 bedroom furnished apartment for long-term renting at winchester gardens - riverside drive, behind riverside square mall (minimum 1year lease)
this apartment is located off riverside drive behind riverside square mall 
it is conveniently located close to embassies,schools and shopping 
. schools include, peponi school, isk, germany school, braeburn, braeside, rosslyn academy etc.
. shopping malls include: riverside square, gtc, lavington,westgate, sarit, abc place, village market, two river etc
apartment features.
. modern kitchen(fitted with knob, oven and hood and kitchen appliances 
. bright lounge cum dining with a double balcony and amazing views.
. laundry area with a washing machine and drier 
. first bedroom with in-built wardrobes and ensuite bathroom."
"3bdrm Apartment in Lavington, Valley Arcade for rent",160000,per month,"Lavington, Valley Arcade",215,3,3,Unfurnished,Agent,1186226,False,True,active,/valley-arcade/houses-apartments-for-rent/3bdrm-apartment-in-lavington-valley-arcade-for-rent-vZnk7zK28oqWGXYzLqMD2D86.html,,"Nairobi, Lavington, Valley Arcade, 2 hours ago",Lavington,Fairly Used,3,Havilaplus estates Ltd,6 y 1 m on Jiji,"Lavington high end 3bedrooms plus dsq master en-suite apartment for rent 
Features 
Well lit living room with balcony 
Dinning room 
Master en-suite 
Garden 
Tennis Court 
Gym 
Covered ample parking 
Rent 160k"
One Bedrooms Nairobi West,20000,per month,"Nairobi, Nairobi West",,1,1,Unfurnished,,1983245,False,True,active,/nairobi-west/houses-apartments-for-rent/one-bedrooms-nairobi-west-ksAjW37WtXQZ8kj91ndkfvKp.html,,"Nairobi, Nairobi West, 2 hours ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"One bedrooms in a serene flat for less than 20 tenants. Spacious for moderate family, its well lit with natural light, has underground parking. For more details call Maryanne."
"6bdrm Villa in Bomas, Karen for Rent",300000,per month,"Nairobi, Karen",2000,6,6,Unfurnished,,3213855,False,True,active,/karen/houses-apartments-for-rent/6bdrm-villa-in-bomas-karen-for-rent-BK9vcvctTSrTmhnMpmi2Cd1k.html,,"Nairobi, Karen, 2 hours ago",bomas,Newly-Built,,Greensleeve Property,4 y 4 m on Jiji,6bedrooms villa for rent can be used as commercial or house on 2 acres view space room newly built bomas rent 300k
