title,rent_per_period,rent_period,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,ranter_or_agent_name,time_on_jiji,property_details
1bdrm Bedsitter in Gachie for rent,8000,per month,"Kiambu, Gachie",45,1,1,Unfurnished,,4175377,False,True,active,/gachie/houses-apartments-for-rent/1bdrm-bedsitter-in-gachie-for-rent-gtianXsFWHPNAWMsjskbjHGS.html,,"Kiambu, Gachie, 2 hours ago",,Newly-Built,1,LavenderProperties,3 y 3 m on Jiji,"NOW LETTING this newly built bedsitters in Gachie
Located in close proximity to Gachie market along Kihara- Gacii Karura road and Adjacent to Frank Dale Kindergarten School. 
Only 13 bedsitter units all self contained with installed instant shower. 
Has Borehole, hence no water shortages
Bathrooms fitted with Hot-shower
Pre-paid KPLC Tokens
Rooms fitted with Bulbs
Well-lit rooms"
"1bdrm Apartment in Wanyee Road, Dagoretti Corner for rent",25000,per month,"Dagoretti, Dagoretti Corner",650,1,1,Unfurnished,,5078665,False,True,active,/dagoretti-corner/houses-apartments-for-rent/1bdrm-apartment-in-wanyee-road-dagoretti-corner-for-rent-2vdnxoD1QW7bRqRpHSBYZ2CA.html,,"Nairobi, Dagoretti, Dagoretti Corner, 2 hours ago",Wanyee road,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"#Deal of the day .
Newly built one bedroom apartment to let in naivasha road near junction Mall going for #ksh25k
✓Large living room 
✓Spacious kitchen 
✓Own balcony
✓Family friendly 
✓Ample parking
✓Constant water supply borehole 
✓Internet connectivity 
✓Guard service CCTV cameras 24/7
 Viewing fee applies 
For more information call me on"
"3bdrm Apartment in Waiyaki Way, Kinoo for rent",45000,per month,"Kikuyu, Kinoo",75,3,2,Unfurnished,,5078665,False,True,active,/kinoo/houses-apartments-for-rent/3bdrm-apartment-in-waiyaki-way-kinoo-for-rent-ddblDuAfCbWC9qDU9WFL7RDn.html,,"Kiambu, Kikuyu, Kinoo, 2 hours ago",Waiyaki way,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"Waiyaki way near gitaru ... lovely 3 bedroom apartment to let
- spacious
- secure
- borehole
- open plan kitchen
- balcony
- washing area
- ample parking
- play area
- well lit 
- all fiber internet providers present
- close to all social amenities including public means
Rent kshs 45k"
3bdrm Bungalow in Kitengela for rent,35000,per month,"Kajiado, Kitengela",133,3,2,Unfurnished,,1977193,False,True,active,/kitengela/houses-apartments-for-rent/3bdrm-bungalow-in-kitengela-for-rent-xmSnicMMhMdFzKiGWpQwQemB.html,,"Kajiado, Kitengela, 2 hours ago",,Renovated,,Property By Fridah,5 y 11 m on Jiji,"FEATURES:
  Spacious Kitchen with fitted Cabinets.
  Provision for Intercom, Internet and satellite TV 
  Built up area; 130 SQM 
  400m off The Tarmac. 
  24/7 Borehole water supply 
  Closed Plan Kitchen 
  Plot Size 50x100ft
  Solar Street Lighting 
Price: Ksh 35,000
To schedule a viewing reach us on"
3bdrm Bungalow in Kitengela for rent,40000,per month,"Kajiado, Kitengela",140,3,2,Unfurnished,,1977193,False,True,active,/kitengela/houses-apartments-for-rent/3bdrm-bungalow-in-kitengela-for-rent-3hEh0JLLCmbQzW9FGBZqHacI.html,,"Kajiado, Kitengela, 2 hours ago",,Newly-Built,,Property By Fridah,5 y 11 m on Jiji,"3 Bedroom Bungalow To Let In Kitengela
This 3 Bedroom Bungalow is located in Kitengela in a safe and secure environment. The house comprises of three spacious bedrooms master bedroom being ensuite with inbuilt wardrobes and a large living room with separate dining area.
Features
- Kitchen with fitted Cabinets
- Provision for Intercom, Internet and satellite TV
- High-quality Ceramic tiles flooring
- Spacious living room
-Perimeter wall 
-Ample parking
-Bore hole water supply
- Master bedroom Ensuite 
-Built-in wardrobes in all bedrooms
Price Guide: Ksh 40 ,000
Call"
4bdrm Maisonette in Kitengela for Rent,35000,per month,"Kajiado, Kitengela",,4,2,Unfurnished,,1977193,False,True,active,/kitengela/houses-apartments-for-rent/4bdrm-maisonette-in-kitengela-for-rent-4YZMIQUgETKjq5npM9oRx9CQ.html,,"Kajiado, Kitengela, 2 hours ago",,Newly-Built,,Property By Fridah,5 y 11 m on Jiji,"4 Bedroom Master En-suite House for rent in Syokimau
Rent 35k per month
Call or WhatsApp"
3bdrm Apartment in Kileleshwa for rent,100000,per month,"Nairobi, Kileleshwa",130,3,3,Unfurnished,Agent,2357415,False,True,active,/kileleshwa/houses-apartments-for-rent/3bdrm-apartment-in-kileleshwa-for-rent-5DrptiyBEryOQVghF0Hi51p4.html,,"Nairobi, Kileleshwa, 2 hours ago",Kileleshwa,Renovated,3,Fair Homes Kenya,5 y 3 m on Jiji,"An exclusively modern 3bedroom apartment for rent in the leafy suburb of Kileleshwa.
- High quality finishes 
- 2 en-suite 
- Open plan kitchen 
- Borehole 
- Gym
- Lifts 
- Kids play area 
- Ample parking 
- 24hr security"
2bdrm Apartment in Langata for rent,44000,per month,"Nairobi, Langata",90,2,1,Unfurnished,Agent,682403,False,True,active,/mugumo-ini-langata/houses-apartments-for-rent/2bdrm-apartment-in-langata-for-rent-C1jxDpzDSekuSd0eYUUuEgWK.html,,"Nairobi, Langata, 2 hours ago",,Renovated,1,Property Logic Homes,6 y 1 m on Jiji,"Magnificent and well maintained 2 bedroom apartment on the ground floor with excellent lighting, ample parking space and adequate water supply is available for rent.
The property is located in a very secure apartment complex in close proximity to public transport, schools and many social amenities.
There is WiFi connectivity from 3 major service providers.
Please call us on"
1bdrm Bedsitter in South B for rent,18500,per month,"Nairobi, South B",2000,1,1,Unfurnished,Agent,2427859,False,True,active,/south-b/houses-apartments-for-rent/1bdrm-bedsitter-in-south-b-for-rent-37V1jII31sA7xz33kyXrE3Hi.html,,"Nairobi, South B, 2 hours ago",South b,Fairly Used,1,Zipptom Properties,5 y 2 m on Jiji,"Bedsitter to let in south b ,very spacious without deposit you just pay rent and 8 k for mantainance fee ready for occupancy for viewing snd more options call us on"
Mini Flat in My Sinai Area for rent,40000,per month,"Syokimau, Gateway Mall Area",112,3,2,Unfurnished,,1945149,False,True,active,/gateway-mall-area/houses-apartments-for-rent/mini-flat-in-my-sinai-area-for-rent-l1rlrAAbDVkYw79K2sbB2z6E.html,,"Machakos, Syokimau, Gateway Mall Area, 33 min ago",My Sinai area syokimau,Newly-Built,,Jay Mwamburi,6 y on Jiji,Spacious newly buil 3 br house with a spacious big modern kitchen with pantry rent is inclusive of service charge and water call in advance for viewing with a viewing fee
4bdrm Maisonette in Mtwapa Coca-Cola for Rent,100000,per month,"Kilifi, Mtwapa",1000,4,4,Unfurnished,,3221861,False,True,active,/mtwapa/houses-apartments-for-rent/4bdrm-maisonette-in-mtwapa-coca-cola-for-rent-g8GByFyrwiuJp58hGNnJuSJy.html,,"Kilifi, Mtwapa, 2 hours ago",Mtwapa coca-cola,Fairly Used,,Sky Miles Properties,4 y 4 m on Jiji,"4 Bedroom own compound with a swimming pool,located at Mtwapa coca-cola area,available for long term rental,its about 150 Meters walk to the highway Mbsa-Mlnd road,this property is located in well secured area,its surrounded by a perimeter wall with electric fence on top.
 its 4 minutes drive to quickmart mall supermarket Mtwapa.
 Our monthly Rates is ksh 100,000."
3bdrm Apartment in Langata for rent,60000,per month,"Nairobi, Langata",72,3,2,Unfurnished,,5078665,False,True,active,/mugumo-ini-langata/houses-apartments-for-rent/3bdrm-apartment-in-langata-for-rent-a4npXcBpH8TixZV0SVpvvEed.html,,"Nairobi, Langata, 2 hours ago",Langata,Newly-Built,,Clakson Property,2 y 2 m on Jiji,"Langata lovely 3 bedrooms master and ensuite in alovly environment surrounded with agrean colouring environment for 45k, 50k, and 60k with modern finishing for viewing contact"
4bdrm Townhouse / Terrace in Lavington for rent,200000,per month,"Nairobi, Lavington",300,4,3,Unfurnished,,5078665,False,True,active,/lavington/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lavington-for-rent-f7SOm7GhJjkwb9iu6pr7MvLE.html,,"Nairobi, Lavington, 2 hours ago",Lavington,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"Four bedroom townhouse with garden off-convent road, lavington
spacious 4 bed townhouse in a compound of 6 houses with private entrance.
• entry lounge from the main door to the living room.
• living & dining with fireplace opening onto the garden & terrace.
• kitchen fitted with storage cupboards, granite tops & pantry.
• master with spacious wardrobes & 2 bedrooms (all ensuite).
• guest bedroom sharing common bathroom.
• family/tv room opening onto the balcony.
• staff quarter, exterior storage room, double door garage & laundry.
• 24 hr security, perimeter wall topped with electric fence & ample parking."
"2bdrm Apartment in Ngongroad, Kilimani for rent",75000,per month,"Nairobi, Kilimani",92,2,2,Unfurnished,,5078665,False,True,active,/kilimani/houses-apartments-for-rent/2bdrm-apartment-in-ngongroad-kilimani-for-rent-q2c75rXa4Phwl3LN04GERDTC.html,,"Nairobi, Kilimani, 2 hours ago",Ngongroad,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"#ngongroad 2 bedroom All ensuite #apartment to #let 
- All ensuite bedrooms 
- Seperate living/dining area 
- Large balcony 
- Laundry area 
- Natural lighting 
- Wooden floor 
- Children's play area 
- Adequate supply of water 
- Serene environment 
Call us"
5bdrm Maisonette in Gateway Mall Area for rent,120000,per month,"Syokimau, Gateway Mall Area",2567,5,6,Unfurnished,Agent,1492607,False,True,active,/gateway-mall-area/houses-apartments-for-rent/5bdrm-maisonette-in-gateway-mall-area-for-rent-ri8vdRUSnenX1aTltbreiPNB.html,,"Machakos, Syokimau, Gateway Mall Area, 2 hours ago",,Fairly Used,6,catusokumu,6 y 1 m on Jiji,"NEW 4 Bedroom ALL ensuite Townhouse + Dsq for sale in syokimau 
 Call/Whatsapp"
"3bdrm Bungalow in Willstone, Kenyatta Road / Theta  for rent",65000,per month,"Juja, Kenyatta Road / Theta ",269,3,4,Unfurnished,Agent,2804062,False,True,active,/theta/houses-apartments-for-rent/3bdrm-bungalow-in-willstone-kenyatta-road-theta-for-rent-uB3yTKTU3z5znTvH01aCZMXu.html,,"Kiambu, Juja, Kenyatta Road / Theta , 2 hours ago",Willstone,Newly-Built,,jpert properties,4 y 9 m on Jiji,3 bedroom bungalow for rent with dsq located at Kenyatta road in a gated community 65k per month.
"3bdrm Bungalow in Villa Park Estate, Idakho Central for rent",25000,per month,"Kakamega, Idakho Central",98,3,2,Unfurnished,Agent,2816937,False,True,active,/idakho-central/houses-apartments-for-rent/3bdrm-bungalow-in-villa-park-estate-idakho-central-for-rent-C0HDrdPiOAAK4v9WmJU3JYex.html,,"Kakamega, Idakho Central, 2 hours ago",Villa Park Estate,Renovated,2,Patrick Keyonzo,4 y 9 m on Jiji,"Spacious and well Ventillated 3Bedrommed Bungalow in gatted community located in Kakamega Town off Villa Road near Jamindas Hotel.
The Spacious , Muster Ensuite and strategically positioned in asecure and well enclosed within a friendly Neighborhood.
It's very close to Kakamega town and all important Social Amenities ie Schools, Hospitals , Shopping Malls, Banks and Restaurants.
It will be ready for Occupation in November Mid Month.
PROPERTY FEATURES 
-Water Bore hole.
-Perimeter Fence 
-24Hr Security services 
-Ample parking inside the Compound.
-Beautiful and well maintained garden 
-Muster Ensuite"
3bdrm Maisonette in Nyali for rent,100000,per month,"Mombasa, Nyali",3000,3,3,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-maisonette-in-nyali-for-rent-6a010Ow8hGOToGfDaW4RJXbn.html,,"Mombasa, Nyali, 56 min ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji,"3 bedroom Maisonnette plus a 2 roomed SQ , the property is on a 1/4 of an acre size of land, ample parking which can accommodate more than 8 cars. There is an extra outside room which can be an office as well."
"3bdrm Apartment in Tebere Lane, Kileleshwa for rent",120000,per month,"Nairobi, Kileleshwa",130,3,2,Semi-Furnished,Agent,1967279,False,True,active,/kileleshwa/houses-apartments-for-rent/3bdrm-apartment-in-tebere-lane-kileleshwa-for-rent-dTevuN30zX6WPsDtP1ZSgQt.html,,"Nairobi, Kileleshwa, 2 hours ago",Tebere lane,Newly-Built,3,Floh homes,6 y on Jiji,"Modern and spacious 3bedroom plus dsq to let in Kileleshwa along Tebere lane .
AMENITIES: 
Restaurant
Gym
Coffee shop
Daycare
Indoor children play area
Rooftop terrace"
3bdrm Apartment in Lavington for rent,115000,per month,"Nairobi, Lavington",92,3,2,Unfurnished,,5078665,False,True,active,/lavington/houses-apartments-for-rent/3bdrm-apartment-in-lavington-for-rent-uB9FvI3jk6k73KxgmCk08WPE.html,,"Nairobi, Lavington, 2 hours ago",Lavington,Newly-Built,,Clakson Property,2 y 2 m on Jiji,"Lavington 
3bedroom apartment plus dsq to let 
All bedroom en suite 
dsq Available 
spacious sitting area 
balcony at the sitting area 
closed kitchen 
swimming pool 
gym 
ample car parking 
Rent per month 115,000"
Mini Flat in Nairobi West for rent,45000,per month,"Nairobi, Nairobi West",300,2,1,Unfurnished,Agent,2427859,False,True,active,/nairobi-west/houses-apartments-for-rent/mini-flat-in-nairobi-west-for-rent-oBBiNLL3A7awUTPiL8BlRbpB.html,,"Nairobi, Nairobi West, 2 hours ago",Nairobi west,Renovated,1,Zipptom Properties,5 y 2 m on Jiji,"2 bedrooms to let in Nairobi west ,the asians one very spacious,only few tenant's in the compound in a gated community,very secure ready for occupation for viewing call us on"
2bdrm Apartment in South C for rent,38000,per month,"Nairobi, South C",13,2,1,Unfurnished,Agent,5906893,False,True,active,/south-c/houses-apartments-for-rent/2bdrm-apartment-in-south-c-for-rent-dUKlXXWisxNB5r5c0303xiXI.html,,"Nairobi, South C, 2 hours ago",South C,Fairly Used,1,Mawawa Properties,10 m on Jiji,"Spacious two bedrooms to let in south C ,all rooms well lit,with a store house.water available."
"2bdrm Apartment in Riara Road, Lavington for rent",120000,per month,"Nairobi, Lavington",176,2,2,Unfurnished,Agent,2357415,False,True,active,/lavington/houses-apartments-for-rent/2bdrm-apartment-in-riara-road-lavington-for-rent-qaCgoJOlEENlZZrMT01v1wC9.html,,"Nairobi, Lavington, 2 hours ago",Riara Road,Newly-Built,2,Fair Homes Kenya,5 y 3 m on Jiji,"Experience a luxury living comfort in this master-class spacious 2bedroom apartment for rent in the leafy suburb of Lavington close to Junction Mall.
- High quality finishes 
- Spacious lounge 
- Balcony access 
- Dining room 
- Open plan fitted kitchen 
- Visitors cloakroom 
- Swimming pool 
- Well eqquiped gym 
- Borehole and Nairobi water 
- Club house 
- High speed elevators 
- Ample parking 
- 24hr company security"
2bdrm Apartment in Kileleshwa for rent,150000,per month,"Nairobi, Kileleshwa",136,2,2,Unfurnished,Agent,2357415,False,True,active,/kileleshwa/houses-apartments-for-rent/2bdrm-apartment-in-kileleshwa-for-rent-oUn6XQiW52gMoL8nkup5X3gp.html,,"Nairobi, Kileleshwa, 2 hours ago",Kileleshwa,Newly-Built,3,Fair Homes Kenya,5 y 3 m on Jiji,"Experience a luxury living comfort in this master-class spacious 2bedroom apartment for rent in the leafy suburb of Kileleshwa.
- High quality finishes 
- Spacious lounge with balcony 
- Separate dining room 
- Fitted kitchen 
- Laundry area 
- Visitors cloakroom 
- Infinity swimming pool 
- Well eqquiped gym 
- Full backup generator 
- Club house 
- High speed elevators 
- Kids play area 
- Jogging track 
- Day Care 
- CCTV surveillance and intercom system 
- Ample parking 
- 24hr company security 
Rent 1150usd"
1bdrm Apartment in Kileleshwa for rent,55000,per month,"Nairobi, Kileleshwa",48,1,1,Unfurnished,,1575238,False,True,active,/kileleshwa/houses-apartments-for-rent/1bdrm-apartment-in-kileleshwa-for-rent-uo9h3iY85JF2D7FJpu7NVQLA.html,,"Nairobi, Kileleshwa, 2 hours ago",,Newly-Built,1,NicOpondi,6 y 1 m on Jiji,"Open layout: combined living, sleeping, and kitchen areas.
kitchenette: modern appliances (stove, microwave, refrigerator), counter space, and cabinets.
bathroom: separate with shower, toilet, sink, and vanity/storage.
amenities 
 - 24/7 security & cctv coverage 
 - ample parking space
 - gym
 - swimming pool 
balcony: small private outdoor space in some units.
utilities: basic utilities (water, electricity) often included; internet and cable tv provisions.
proximity: close to supermarkets, restaurants, public transport; located in a leafy, serene environment."
Mini Flat in Buruburu Estate for rent,25000,per month,"Makadara, BuruBuru",800,2,1,Unfurnished,,1945484,False,True,active,/buruburu/houses-apartments-for-rent/mini-flat-in-buruburu-estate-for-rent-q1zXMTiGapPSQA4lU1KsJ4Ck.html,,"Nairobi, Makadara, BuruBuru, 2 hours ago",Buruburu estate,Renovated,,Elias Njuguna,6 y on Jiji,"Morden 2bedroom, morden finishing items, tiled floor, big bedroom, big kitchen gated court."
"Studio Apartment in Westland, Westlands for rent",40000,per month,"Nairobi, Westlands",180,1,1,Unfurnished,,1945484,False,True,active,/westlands/houses-apartments-for-rent/studio-apartment-in-westland-westlands-for-rent-3C9eAjdvwxQ56CBnsuvFXkk5.html,,"Nairobi, Westlands, 2 hours ago",Westland,Newly-Built,1,Elias Njuguna,6 y on Jiji,"Studio/bedsitter with balcony in westland, 1st floor to 6th floor, available now. 
call"
"3bdrm Townhouse / Terrace in Athiriver Gimu, Mavoko for rent",35000,per month,"Machakos, Mavoko",140,3,4,Unfurnished,Agent,4624007,False,True,active,/mavoko/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-athiriver-gimu-mavoko-for-rent-l7Y2e2psShagKrztohTqixQ9.html,,"Machakos, Mavoko, 2 hours ago",Athiriver Gimu,Fairly Used,4,Swalam Limited,2 y 9 m on Jiji,"MOMBASA ROAD ATHI-RIVER 3 BEDROOM RENT 35,000
They are 2 units of 3br. Downstairs and upstairs but with separate entrances. 
3br all ensuite, gimu estate just meters from Pefa church Gimu,,all bedrooms are ensuite 
Full time Electric fence 
Wifi available 
Sunken lounges
For viewing call us on"
